District_Name,Taluka,Latitude,Longitude,Elevation_m,Agro_Climatic_Zone,Dominant_Soil_Reaction,Crop_Year,Season,Crop,Crop_Type,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Diurnal_Temp_Range_C,Relative_Humidity_pct,Total_Rainfall_mm,Solar_Radiation_MJ_m2_day,Wind_Speed_m_s,Soil_Moisture_Topsoil_frac,Soil_Moisture_Rootzone_frac,Soil_Fertility_Index_Score,Soil_N_Low_pct,Soil_N_Medium_pct,Soil_N_High_pct,Soil_P_Low_pct,Soil_P_Medium_pct,Soil_P_High_pct,Soil_K_Low_pct,Soil_K_Medium_pct,Soil_K_High_pct,Soil_OC_Low_pct,Soil_OC_Medium_pct,Soil_OC_High_pct,Soil_pH_Acidic_pct,Soil_pH_Neutral_pct,Soil_pH_Alkaline_pct,Soil_EC_NonSaline_pct,Soil_EC_Saline_pct,Soil_S_Sufficient_pct,Soil_Fe_Sufficient_pct,Soil_Zn_Sufficient_pct,Soil_Cu_Sufficient_pct,Soil_B_Sufficient_pct,Soil_Mn_Sufficient_pct,District_Area_ha,District_Production_t,District_Yield_t_per_ha
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1997,Summer,Maize,Cereals,27.7,38.21,17.41,20.79,53.42,24.81,24.11,2.62,0.265,0.51,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,100.0,200.0,2.0
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1997,Summer,Rice,Cereals,27.7,38.21,17.41,20.79,53.42,24.81,24.11,2.62,0.265,0.51,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,3.0,8.0,2.667
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1997,Whole Year,Cotton(Lint),Fiber Crops,24.17,33.12,16.48,16.64,69.19,1684.1,19.27,2.62,0.547,0.658,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,1.0,100.0,100.0
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Arhar/Tur,Pulses,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,3500.0,1300.0,0.371
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Bajra,Cereals,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,100.0,100.0,1.0
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Cotton(Lint),Fiber Crops,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,100.0,100.0,1.0
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Groundnut,Oilseeds,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,60400.0,116000.0,1.921
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Jowar,Cereals,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,15200.0,31800.0,2.092
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Maize,Cereals,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,2300.0,4600.0,2.0
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Moong(Green Gram),Pulses,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,1400.0,700.0,0.5
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Niger Seed,Oilseeds,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,2200.0,900.0,0.409
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Other Cereals,Cereals,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,5300.0,3000.0,0.566
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Other Kharif Pulses,Pulses,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,6000.0,2400.0,0.4
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Ragi,Cereals,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,25400.0,38400.0,1.512
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Rice,Cereals,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,106000.0,289100.0,2.727
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Soyabean,Oilseeds,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,63000.0,132000.0,2.095
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Sugarcane,Sugar,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,94700.0,9030400.0,95.358
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Kharif,Urad,Pulses,23.81,30.7,20.38,10.32,88.89,1334.79,16.08,3.6,0.853,0.863,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,3900.0,2400.0,0.615
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Rabi,Gram,Pulses,23.0,33.47,12.76,20.71,59.3,136.73,20.27,2.05,0.492,0.632,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,11300.0,7800.0,0.69
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Rabi,Jowar,Cereals,23.0,33.47,12.76,20.71,59.3,136.73,20.27,2.05,0.492,0.632,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,12100.0,13800.0,1.14
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Rabi,Maize,Cereals,23.0,33.47,12.76,20.71,59.3,136.73,20.27,2.05,0.492,0.632,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,3100.0,4500.0,1.452
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Rabi,Other Cereals,Cereals,23.0,33.47,12.76,20.71,59.3,136.73,20.27,2.05,0.492,0.632,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,2200.0,2100.0,0.955
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Rabi,Other Rabi Pulses,Pulses,23.0,33.47,12.76,20.71,59.3,136.73,20.27,2.05,0.492,0.632,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,4500.0,1900.0,0.422
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Rabi,Sunflower,Oilseeds,23.0,33.47,12.76,20.71,59.3,136.73,20.27,2.05,0.492,0.632,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,100.0,100.0,1.0
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Rabi,Wheat,Cereals,23.0,33.47,12.76,20.71,59.3,136.73,20.27,2.05,0.492,0.632,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,7300.0,13400.0,1.836
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Summer,Groundnut,Oilseeds,29.48,42.03,20.5,21.54,55.12,80.48,23.77,2.51,0.28,0.52,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,2100.0,6400.0,3.048
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Summer,Maize,Cereals,29.48,42.03,20.5,21.54,55.12,80.48,23.77,2.51,0.28,0.52,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,100.0,300.0,3.0
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Summer,Rice,Cereals,29.48,42.03,20.5,21.54,55.12,80.48,23.77,2.51,0.28,0.52,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,300.0,700.0,2.333
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1998,Summer,Sunflower,Oilseeds,29.48,42.03,20.5,21.54,55.12,80.48,23.77,2.51,0.28,0.52,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,100.0,100.0,1.0
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Arhar/Tur,Pulses,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,2000.0,800.0,0.4
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Bajra,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,100.0,100.0,1.0
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Castor Seed,Oilseeds,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,300.0,100.0,0.333
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Cotton(Lint),Fiber Crops,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,100.0,100.0,1.0
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Groundnut,Oilseeds,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,61800.0,89900.0,1.455
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Jowar,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,13100.0,24300.0,1.855
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Maize,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,2700.0,3900.0,1.444
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Moong(Green Gram),Pulses,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,1400.0,900.0,0.643
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Niger Seed,Oilseeds,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,2300.0,600.0,0.261
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Other Kharif Pulses,Pulses,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,4900.0,1700.0,0.347
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Ragi,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,25800.0,42000.0,1.628
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Rice,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,103200.0,261900.0,2.538
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Small Millets,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,800.0,700.0,0.875
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Soyabean,Oilseeds,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,63600.0,151800.0,2.387
Kolhapur,Ajra,16.1546,74.1739,716.0,Sub-Montane Zone,Neutral Loamy,1999,Kharif,Urad,Pulses,23.01,28.8,19.45,9.35,89.23,1150.78,15.95,3.92,0.85,0.853,2.073,83.05,16.68,0.26,8.96,14.64,76.41,10.47,41.53,48.0,28.48,36.06,35.46,38.81,61.17,0.02,99.3,0.7,54.74,82.5,64.83,99.37,68.42,99.54,4200.0,3200.0,0.762
